occupation_code,occupation_name,weekly_pay,year,occ_clean
39-1010,First-Line Supervisors of Entertainment and Recreation Workers,48430.0,2023,first line supervisors of entertainment recreation workers
39-1013,First-Line Supervisors of Gambling Services Workers,61210.0,2023,first line supervisors of gambling services workers
39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",46060.0,2023,first line supervisors of entertainment recreation workers except gambling services
39-1020,First-Line Supervisors of Personal Service Workers,46690.0,2023,first line supervisors of personal service workers
39-1022,First-Line Supervisors of Personal Service Workers,46690.0,2023,first line supervisors of personal service workers
39-2000,Animal Care and Service Workers,31830.0,2023,animal care service workers
39-2010,Animal Trainers,38810.0,2023,animal trainers
39-2011,Animal Trainers,38810.0,2023,animal trainers
39-2020,Animal Caretakers,31200.0,2023,animal caretakers
39-2021,Animal Caretakers,31200.0,2023,animal caretakers
39-3000,Entertainment Attendants and Related Workers,29840.0,2023,entertainment attendants related workers
39-3010,Gambling Services Workers,32240.0,2023,gambling services workers
39-3011,Gambling Dealers,32240.0,2023,gambling dealers
39-3012,Gambling and Sports Book Writers and Runners,29170.0,2023,gambling sports book writers runners
39-3019,"Gambling Service Workers, All Other",32710.0,2023,gambling service workers all other
39-3020,Motion Picture Projectionists,35160.0,2023,motion picture projectionists
39-3021,Motion Picture Projectionists,35160.0,2023,motion picture projectionists
39-3030,"Ushers, Lobby Attendants, and Ticket Takers",29780.0,2023,ushers lobby attendants ticket takers
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",29780.0,2023,ushers lobby attendants ticket takers
39-3090,Miscellaneous Entertainment Attendants and Related Workers,29560.0,2023,miscellaneous entertainment attendants related workers
39-3091,Amusement and Recreation Attendants,29390.0,2023,amusement recreation attendants
39-3092,Costume Attendants,52370.0,2023,costume attendants
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",33450.0,2023,locker room coatroom dressing room attendants
39-3099,"Entertainment Attendants and Related Workers, All Other",33280.0,2023,entertainment attendants related workers all other
39-4000,Funeral Service Workers,38080.0,2023,funeral service workers
39-4010,Embalmers and Crematory Operators,47830.0,2023,embalmers crematory operators
39-4011,Embalmers,54090.0,2023,embalmers
39-4012,Crematory Operators,41670.0,2023,crematory operators
39-4020,Funeral Attendants,33850.0,2023,funeral attendants
39-4021,Funeral Attendants,33850.0,2023,funeral attendants
39-4030,"Morticians, Undertakers, and Funeral Arrangers",51030.0,2023,morticians undertakers funeral arrangers
39-4031,"Morticians, Undertakers, and Funeral Arrangers",51030.0,2023,morticians undertakers funeral arrangers
39-5000,Personal Appearance Workers,34930.0,2023,personal appearance workers
39-5010,"Barbers, Hairdressers, Hairstylists and Cosmetologists",35080.0,2023,barbers hairdressers hairstylists cosmetologists
39-5011,Barbers,36150.0,2023,barbers
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",34970.0,2023,hairdressers hairstylists cosmetologists
39-5090,Miscellaneous Personal Appearance Workers,34810.0,2023,miscellaneous personal appearance workers
39-5091,"Makeup Artists, Theatrical and Performance",47390.0,2023,makeup artists theatrical performance
39-5092,Manicurists and Pedicurists,34250.0,2023,manicurists pedicurists
39-5093,Shampooers,29530.0,2023,shampooers
39-5094,Skincare Specialists,43200.0,2023,skincare specialists
39-6000,"Baggage Porters, Bellhops, and Concierges",36260.0,2023,baggage porters bellhops concierges
39-6010,"Baggage Porters, Bellhops, and Concierges",36260.0,2023,baggage porters bellhops concierges
39-6011,Baggage Porters and Bellhops,34840.0,2023,baggage porters bellhops
39-6012,Concierges,37150.0,2023,concierges
39-7000,Tour and Travel Guides,36060.0,2023,tour travel guides
39-7010,Tour and Travel Guides,36060.0,2023,tour travel guides
39-9000,Other Personal Care and Service Workers,34690.0,2023,other personal care service workers
39-9010,Childcare Workers,30370.0,2023,childcare workers
39-9011,Childcare Workers,30370.0,2023,childcare workers
39-9030,Recreation and Fitness Workers,37000.0,2023,recreation fitness workers
39-9031,Exercise Trainers and Group Fitness Instructors,46480.0,2023,exercise trainers group fitness instructors
39-9032,Recreation Workers,34410.0,2023,recreation workers
39-9040,Residential Advisors,37950.0,2023,residential advisors
39-9041,Residential Advisors,37950.0,2023,residential advisors
39-9090,Miscellaneous Personal Care and Service Workers,36980.0,2023,miscellaneous personal care service workers
39-9099,"Personal Care and Service Workers, All Other",36980.0,2023,personal care service workers all other
41-0000,Sales and Related Occupations,36760.0,2023,sales related occupations
41-1000,Supervisors of Sales Workers,49020.0,2023,supervisors of sales workers
41-1010,First-Line Supervisors of Sales Workers,49020.0,2023,first line supervisors of sales workers
41-1011,First-Line Supervisors of Retail Sales Workers,46730.0,2023,first line supervisors of retail sales workers
41-1012,First-Line Supervisors of Non-Retail Sales Workers,84570.0,2023,first line supervisors of non retail sales workers
41-2000,Retail Sales Workers,31940.0,2023,retail sales workers
41-2010,Cashiers,29740.0,2023,cashiers
41-2011,Cashiers,29720.0,2023,cashiers
41-2012,Gambling Change Persons and Booth Cashiers,33230.0,2023,gambling change persons booth cashiers
41-2020,Counter and Rental Clerks and Parts Salespersons,37200.0,2023,counter rental clerks parts salespersons
41-2021,Counter and Rental Clerks,37400.0,2023,counter rental clerks
41-2022,Parts Salespersons,36860.0,2023,parts salespersons
41-2030,Retail Salespersons,33680.0,2023,retail salespersons
41-2031,Retail Salespersons,33680.0,2023,retail salespersons
41-3000,"Sales Representatives, Services",63150.0,2023,sales representatives services
41-3010,Advertising Sales Agents,61270.0,2023,advertising sales agents
41-3011,Advertising Sales Agents,61270.0,2023,advertising sales agents
41-3020,Insurance Sales Agents,59080.0,2023,insurance sales agents
41-3021,Insurance Sales Agents,59080.0,2023,insurance sales agents
41-3030,"Securities, Commodities, and Financial Services Sales Agents",76900.0,2023,securities commodities financial services sales agents
41-3031,"Securities, Commodities, and Financial Services Sales Agents",76900.0,2023,securities commodities financial services sales agents
41-3040,Travel Agents,47410.0,2023,travel agents
41-3041,Travel Agents,47410.0,2023,travel agents
41-3090,"Miscellaneous Sales Representatives, Services",64600.0,2023,miscellaneous sales representatives services
41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",64600.0,2023,sales representatives of services except advertising insurance financial services travel
41-4000,"Sales Representatives, Wholesale and Manufacturing",73080.0,2023,sales representatives wholesale manufacturing
41-4010,"Sales Representatives, Wholesale and Manufacturing",73080.0,2023,sales representatives wholesale manufacturing
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",99710.0,2023,sales representatives wholesale manufacturing technical scientific products
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",65630.0,2023,sales representatives wholesale manufacturing except technical scientific products
41-9000,Other Sales and Related Workers,47990.0,2023,other sales related workers
41-9010,"Models, Demonstrators, and Product Promoters",37190.0,2023,models demonstrators product promoters
41-9011,Demonstrators and Product Promoters,36970.0,2023,demonstrators product promoters
41-9012,Models,47430.0,2023,models
41-9020,Real Estate Brokers and Sales Agents,56620.0,2023,real estate brokers sales agents
41-9021,Real Estate Brokers,63060.0,2023,real estate brokers
41-9022,Real Estate Sales Agents,54300.0,2023,real estate sales agents
41-9030,Sales Engineers,116950.0,2023,sales engineers
41-9031,Sales Engineers,116950.0,2023,sales engineers
41-9040,Telemarketers,34480.0,2023,telemarketers
41-9041,Telemarketers,34480.0,2023,telemarketers
41-9090,Miscellaneous Sales and Related Workers,44100.0,2023,miscellaneous sales related workers
41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",34910.0,2023,door to door sales workers news street vendors related workers
41-9099,"Sales and Related Workers, All Other",44610.0,2023,sales related workers all other
43-0000,Office and Administrative Support Occupations,44480.0,2023,office administrative support occupations
43-1000,Supervisors of Office and Administrative Support Workers,63450.0,2023,supervisors of office administrative support workers
43-1010,First-Line Supervisors of Office and Administrative Support Workers,63450.0,2023,first line supervisors of office administrative support workers
43-1011,First-Line Supervisors of Office and Administrative Support Workers,63450.0,2023,first line supervisors of office administrative support workers
43-2000,Communications Equipment Operators,37030.0,2023,communications equipment operators
43-2010,"Switchboard Operators, Including Answering Service",36750.0,2023,switchboard operators including answering service
43-2011,"Switchboard Operators, Including Answering Service",36750.0,2023,switchboard operators including answering service
43-2020,Telephone Operators,38080.0,2023,telephone operators
43-2021,Telephone Operators,38080.0,2023,telephone operators
43-2090,Miscellaneous Communications Equipment Operators,49310.0,2023,miscellaneous communications equipment operators
43-2099,"Communications Equipment Operators, All Other",49310.0,2023,communications equipment operators all other
43-3000,Financial Clerks,45790.0,2023,financial clerks
43-3010,Bill and Account Collectors,44250.0,2023,bill account collectors
43-3011,Bill and Account Collectors,44250.0,2023,bill account collectors
43-3020,Billing and Posting Clerks,45590.0,2023,billing posting clerks
43-3021,Billing and Posting Clerks,45590.0,2023,billing posting clerks
43-3030,"Bookkeeping, Accounting, and Auditing Clerks",47440.0,2023,bookkeeping accounting auditing clerks
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",47440.0,2023,bookkeeping accounting auditing clerks
43-3040,Gambling Cage Workers,36110.0,2023,gambling cage workers
43-3041,Gambling Cage Workers,36110.0,2023,gambling cage workers
43-3050,Payroll and Timekeeping Clerks,52240.0,2023,payroll timekeeping clerks
43-3051,Payroll and Timekeeping Clerks,52240.0,2023,payroll timekeeping clerks
43-3060,Procurement Clerks,46670.0,2023,procurement clerks
43-3061,Procurement Clerks,46670.0,2023,procurement clerks
43-3070,Tellers,37640.0,2023,tellers
43-3071,Tellers,37640.0,2023,tellers
43-3090,Miscellaneous Financial Clerks,49940.0,2023,miscellaneous financial clerks
43-3099,"Financial Clerks, All Other",49940.0,2023,financial clerks all other
43-4000,Information and Record Clerks,39030.0,2023,information record clerks
43-4010,Brokerage Clerks,60150.0,2023,brokerage clerks
43-4011,Brokerage Clerks,60150.0,2023,brokerage clerks
43-4020,Correspondence Clerks,42120.0,2023,correspondence clerks
43-4021,Correspondence Clerks,42120.0,2023,correspondence clerks
43-4030,"Court, Municipal, and License Clerks",46110.0,2023,court municipal license clerks
43-4031,"Court, Municipal, and License Clerks",46110.0,2023,court municipal license clerks
43-4040,"Credit Authorizers, Checkers, and Clerks",48000.0,2023,credit authorizers checkers clerks
43-4041,"Credit Authorizers, Checkers, and Clerks",48000.0,2023,credit authorizers checkers clerks
43-4050,Customer Service Representatives,39680.0,2023,customer service representatives
43-4051,Customer Service Representatives,39680.0,2023,customer service representatives
43-4060,"Eligibility Interviewers, Government Programs",50270.0,2023,eligibility interviewers government programs
43-4061,"Eligibility Interviewers, Government Programs",50270.0,2023,eligibility interviewers government programs
43-4070,File Clerks,38130.0,2023,file clerks
43-4071,File Clerks,38130.0,2023,file clerks
43-4080,"Hotel, Motel, and Resort Desk Clerks",30790.0,2023,hotel motel resort desk clerks
43-4081,"Hotel, Motel, and Resort Desk Clerks",30790.0,2023,hotel motel resort desk clerks
43-4110,"Interviewers, Except Eligibility and Loan",40300.0,2023,interviewers except eligibility loan
43-4111,"Interviewers, Except Eligibility and Loan",40300.0,2023,interviewers except eligibility loan
43-4120,"Library Assistants, Clerical",34020.0,2023,library assistants clerical
43-4121,"Library Assistants, Clerical",34020.0,2023,library assistants clerical
43-4130,Loan Interviewers and Clerks,47380.0,2023,loan interviewers clerks
43-4131,Loan Interviewers and Clerks,47380.0,2023,loan interviewers clerks
43-4140,New Accounts Clerks,44630.0,2023,new accounts clerks
43-4141,New Accounts Clerks,44630.0,2023,new accounts clerks
43-4150,Order Clerks,41600.0,2023,order clerks
43-4151,Order Clerks,41600.0,2023,order clerks
43-4160,"Human Resources Assistants, Except Payroll and Timekeeping",47710.0,2023,human resources assistants except payroll timekeeping
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",47710.0,2023,human resources assistants except payroll timekeeping
43-4170,Receptionists and Information Clerks,35840.0,2023,receptionists information clerks
43-4171,Receptionists and Information Clerks,35840.0,2023,receptionists information clerks
43-4180,Reservation and Transportation Ticket Agents and Travel Clerks,40610.0,2023,reservation transportation ticket agents travel clerks
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,40610.0,2023,reservation transportation ticket agents travel clerks
43-4190,Miscellaneous Information and Record Clerks,46210.0,2023,miscellaneous information record clerks
43-4199,"Information and Record Clerks, All Other",46210.0,2023,information record clerks all other
43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",46590.0,2023,material recording scheduling dispatching distributing workers
43-5010,Cargo and Freight Agents,48330.0,2023,cargo freight agents
43-5011,Cargo and Freight Agents,48330.0,2023,cargo freight agents
43-5020,Couriers and Messengers,36710.0,2023,couriers messengers
43-5021,Couriers and Messengers,36710.0,2023,couriers messengers
43-5030,Dispatchers,47530.0,2023,dispatchers
43-5031,Public Safety Telecommunicators,48890.0,2023,public safety telecommunicators
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",46860.0,2023,dispatchers except police fire ambulance
43-5040,"Meter Readers, Utilities",47720.0,2023,meter readers utilities
43-5041,"Meter Readers, Utilities",47720.0,2023,meter readers utilities
43-5050,Postal Service Workers,56510.0,2023,postal service workers
43-5051,Postal Service Clerks,59570.0,2023,postal service clerks
43-5052,Postal Service Mail Carriers,56330.0,2023,postal service mail carriers
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",53440.0,2023,postal service mail sorters processors processing machine operators
43-5060,"Production, Planning, and Expediting Clerks",53900.0,2023,production planning expediting clerks
43-5061,"Production, Planning, and Expediting Clerks",53900.0,2023,production planning expediting clerks
43-5070,"Shipping, Receiving, and Inventory Clerks",39780.0,2023,shipping receiving inventory clerks
43-5071,"Shipping, Receiving, and Inventory Clerks",39780.0,2023,shipping receiving inventory clerks
43-5110,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",43270.0,2023,weighers measurers checkers samplers recordkeeping
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",43270.0,2023,weighers measurers checkers samplers recordkeeping
43-6000,Secretaries and Administrative Assistants,46010.0,2023,secretaries administrative assistants
43-6010,Secretaries and Administrative Assistants,46010.0,2023,secretaries administrative assistants
43-6011,Executive Secretaries and Executive Administrative Assistants,70310.0,2023,executive secretaries executive administrative assistants
43-6012,Legal Secretaries and Administrative Assistants,50680.0,2023,legal secretaries administrative assistants
43-6013,Medical Secretaries and Administrative Assistants,40640.0,2023,medical secretaries administrative assistants
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",44280.0,2023,secretaries administrative assistants except legal medical executive
43-9000,Other Office and Administrative Support Workers,40950.0,2023,other office administrative support workers
43-9020,Data Entry and Information Processing Workers,38970.0,2023,data entry information processing workers
43-9021,Data Entry Keyers,37790.0,2023,data entry keyers
43-9022,Word Processors and Typists,46450.0,2023,word processors typists
43-9030,Desktop Publishers,51290.0,2023,desktop publishers
43-9031,Desktop Publishers,51290.0,2023,desktop publishers
43-9040,Insurance Claims and Policy Processing Clerks,46900.0,2023,insurance claims policy processing clerks
43-9041,Insurance Claims and Policy Processing Clerks,46900.0,2023,insurance claims policy processing clerks
43-9050,"Mail Clerks and Mail Machine Operators, Except Postal Service",36880.0,2023,mail clerks mail machine operators except postal service
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",36880.0,2023,mail clerks mail machine operators except postal service
43-9060,"Office Clerks, General",40480.0,2023,office clerks general
43-9061,"Office Clerks, General",40480.0,2023,office clerks general
43-9070,"Office Machine Operators, Except Computer",37450.0,2023,office machine operators except computer
43-9071,"Office Machine Operators, Except Computer",37450.0,2023,office machine operators except computer
43-9080,Proofreaders and Copy Markers,48790.0,2023,proofreaders copy markers
43-9081,Proofreaders and Copy Markers,48790.0,2023,proofreaders copy markers
43-9110,Statistical Assistants,50510.0,2023,statistical assistants
43-9111,Statistical Assistants,50510.0,2023,statistical assistants
43-9190,Miscellaneous Office and Administrative Support Workers,43230.0,2023,miscellaneous office administrative support workers
43-9199,"Office and Administrative Support Workers, All Other",43230.0,2023,office administrative support workers all other
45-0000,"Farming, Fishing, and Forestry Occupations",35520.0,2023,farming fishing forestry occupations
45-1000,"Supervisors of Farming, Fishing, and Forestry Workers",57320.0,2023,supervisors of farming fishing forestry workers
45-1010,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",57320.0,2023,first line supervisors of farming fishing forestry workers
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",57320.0,2023,first line supervisors of farming fishing forestry workers
45-2000,Agricultural Workers,34910.0,2023,agricultural workers
45-2010,Agricultural Inspectors,48010.0,2023,agricultural inspectors
45-2011,Agricultural Inspectors,48010.0,2023,agricultural inspectors
45-2020,Animal Breeders,47540.0,2023,animal breeders
45-2021,Animal Breeders,47540.0,2023,animal breeders
45-2040,"Graders and Sorters, Agricultural Products",34360.0,2023,graders sorters agricultural products
45-2041,"Graders and Sorters, Agricultural Products",34360.0,2023,graders sorters agricultural products
45-2090,Miscellaneous Agricultural Workers,34790.0,2023,miscellaneous agricultural workers
45-2091,Agricultural Equipment Operators,39690.0,2023,agricultural equipment operators
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",34470.0,2023,farmworkers laborers crop nursery greenhouse
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",35120.0,2023,farmworkers farm ranch aquacultural animals
45-2099,"Agricultural Workers, All Other",40620.0,2023,agricultural workers all other
45-4000,"Forest, Conservation, and Logging Workers",46910.0,2023,forest conservation logging workers
45-4010,Forest and Conservation Workers,33940.0,2023,forest conservation workers
45-4011,Forest and Conservation Workers,33940.0,2023,forest conservation workers
45-4020,Logging Workers,48910.0,2023,logging workers
45-4021,Fallers,53170.0,2023,fallers
45-4022,Logging Equipment Operators,48240.0,2023,logging equipment operators
45-4023,Log Graders and Scalers,45600.0,2023,log graders scalers
45-4029,"Logging Workers, All Other",52480.0,2023,logging workers all other
47-0000,Construction and Extraction Occupations,55680.0,2023,construction extraction occupations
47-1000,Supervisors of Construction and Extraction Workers,76760.0,2023,supervisors of construction extraction workers
47-1010,First-Line Supervisors of Construction Trades and Extraction Workers,76760.0,2023,first line supervisors of construction trades extraction workers
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,76760.0,2023,first line supervisors of construction trades extraction workers
47-2000,Construction Trades Workers,52000.0,2023,construction trades workers
47-2010,Boilermakers,71140.0,2023,boilermakers
47-2011,Boilermakers,71140.0,2023,boilermakers
47-2020,"Brickmasons, Blockmasons, and Stonemasons",58810.0,2023,brickmasons blockmasons stonemasons
47-2021,Brickmasons and Blockmasons,59640.0,2023,brickmasons blockmasons
47-2022,Stonemasons,51830.0,2023,stonemasons
47-2030,Carpenters,56350.0,2023,carpenters
47-2031,Carpenters,56350.0,2023,carpenters
47-2040,"Carpet, Floor, and Tile Installers and Finishers",48690.0,2023,carpet floor tile installers finishers
47-2041,Carpet Installers,47520.0,2023,carpet installers
47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",48840.0,2023,floor layers except carpet wood hard tiles
47-2043,Floor Sanders and Finishers,47760.0,2023,floor sanders finishers
47-2044,Tile and Stone Setters,48910.0,2023,tile stone setters
47-2050,"Cement Masons, Concrete Finishers, and Terrazzo Workers",50710.0,2023,cement masons concrete finishers terrazzo workers
47-2051,Cement Masons and Concrete Finishers,50720.0,2023,cement masons concrete finishers
47-2053,Terrazzo Workers and Finishers,48900.0,2023,terrazzo workers finishers
47-2060,Construction Laborers,45300.0,2023,construction laborers
47-2061,Construction Laborers,45300.0,2023,construction laborers
47-2070,Construction Equipment Operators,55270.0,2023,construction equipment operators
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",48980.0,2023,paving surfacing tamping equipment operators
47-2072,Pile Driver Operators,63550.0,2023,pile driver operators
47-2073,Operating Engineers and Other Construction Equipment Operators,56160.0,2023,operating engineers other construction equipment operators
47-2080,"Drywall Installers, Ceiling Tile Installers, and Tapers",57010.0,2023,drywall installers ceiling tile installers tapers
47-2081,Drywall and Ceiling Tile Installers,55700.0,2023,drywall ceiling tile installers
47-2082,Tapers,63350.0,2023,tapers
47-2110,Electricians,61590.0,2023,electricians
47-2111,Electricians,61590.0,2023,electricians
47-2120,Glaziers,51100.0,2023,glaziers
47-2121,Glaziers,51100.0,2023,glaziers
47-2130,Insulation Workers,49350.0,2023,insulation workers
47-2131,"Insulation Workers, Floor, Ceiling, and Wall",47540.0,2023,insulation workers floor ceiling wall
47-2132,"Insulation Workers, Mechanical",53920.0,2023,insulation workers mechanical
47-2140,Painters and Paperhangers,47710.0,2023,painters paperhangers
47-2141,"Painters, Construction and Maintenance",47700.0,2023,painters construction maintenance
47-2142,Paperhangers,48460.0,2023,paperhangers
47-2150,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",60890.0,2023,pipelayers plumbers pipefitters steamfitters
47-2151,Pipelayers,47330.0,2023,pipelayers
47-2152,"Plumbers, Pipefitters, and Steamfitters",61550.0,2023,plumbers pipefitters steamfitters
47-2160,Plasterers and Stucco Masons,52640.0,2023,plasterers stucco masons
47-2161,Plasterers and Stucco Masons,52640.0,2023,plasterers stucco masons
47-2170,Reinforcing Iron and Rebar Workers,54850.0,2023,reinforcing iron rebar workers
47-2171,Reinforcing Iron and Rebar Workers,54850.0,2023,reinforcing iron rebar workers
47-2180,Roofers,50030.0,2023,roofers
47-2181,Roofers,50030.0,2023,roofers
47-2210,Sheet Metal Workers,58780.0,2023,sheet metal workers
47-2211,Sheet Metal Workers,58780.0,2023,sheet metal workers
47-2220,Structural Iron and Steel Workers,62760.0,2023,structural iron steel workers
47-2221,Structural Iron and Steel Workers,62760.0,2023,structural iron steel workers
47-2230,Solar Photovoltaic Installers,48800.0,2023,solar photovoltaic installers
47-2231,Solar Photovoltaic Installers,48800.0,2023,solar photovoltaic installers
47-3000,"Helpers, Construction Trades",38630.0,2023,helpers construction trades
47-3010,"Helpers, Construction Trades",38630.0,2023,helpers construction trades
47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",42470.0,2023,helpers  brickmasons blockmasons stonemasons tile marble setters
47-3012,Helpers--Carpenters,39380.0,2023,helpers  carpenters
47-3013,Helpers--Electricians,38340.0,2023,helpers  electricians
47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",37010.0,2023,helpers  painters paperhangers plasterers stucco masons
47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",37650.0,2023,helpers  pipelayers plumbers pipefitters steamfitters
47-3016,Helpers--Roofers,38620.0,2023,helpers  roofers
47-3019,"Helpers, Construction Trades, All Other",40220.0,2023,helpers construction trades all other
47-4000,Other Construction and Related Workers,52900.0,2023,other construction related workers
47-4010,Construction and Building Inspectors,67700.0,2023,construction building inspectors
47-4011,Construction and Building Inspectors,67700.0,2023,construction building inspectors
47-4020,Elevator and Escalator Installers and Repairers,102420.0,2023,elevator escalator installers repairers
47-4021,Elevator and Escalator Installers and Repairers,102420.0,2023,elevator escalator installers repairers
47-4030,Fence Erectors,44410.0,2023,fence erectors
47-4031,Fence Erectors,44410.0,2023,fence erectors
47-4040,Hazardous Materials Removal Workers,47280.0,2023,hazardous materials removal workers
47-4041,Hazardous Materials Removal Workers,47280.0,2023,hazardous materials removal workers
47-4050,Highway Maintenance Workers,47360.0,2023,highway maintenance workers
47-4051,Highway Maintenance Workers,47360.0,2023,highway maintenance workers
47-4060,Rail-Track Laying and Maintenance Equipment Operators,67000.0,2023,rail track laying maintenance equipment operators
47-4061,Rail-Track Laying and Maintenance Equipment Operators,67000.0,2023,rail track laying maintenance equipment operators
47-4070,Septic Tank Servicers and Sewer Pipe Cleaners,46910.0,2023,septic tank servicers sewer pipe cleaners
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,46910.0,2023,septic tank servicers sewer pipe cleaners
47-4090,Miscellaneous Construction and Related Workers,47090.0,2023,miscellaneous construction related workers
47-5000,Extraction Workers,51780.0,2023,extraction workers
47-5010,"Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas",58100.0,2023,derrick rotary drill service unit operators oil gas
47-5011,"Derrick Operators, Oil and Gas",58210.0,2023,derrick operators oil gas
47-5012,"Rotary Drill Operators, Oil and Gas",61770.0,2023,rotary drill operators oil gas
47-5013,"Service Unit Operators, Oil and Gas",55750.0,2023,service unit operators oil gas
47-5020,Surface Mining Machine Operators and Earth Drillers,51930.0,2023,surface mining machine operators earth drillers
47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",50050.0,2023,excavating loading machine dragline operators surface mining
47-5023,"Earth Drillers, Except Oil and Gas",56660.0,2023,earth drillers except oil gas
47-5030,"Explosives Workers, Ordnance Handling Experts, and Blasters",61590.0,2023,explosives workers ordnance handling experts blasters
47-5032,"Explosives Workers, Ordnance Handling Experts, and Blasters",61590.0,2023,explosives workers ordnance handling experts blasters
47-5040,Underground Mining Machine Operators,63770.0,2023,underground mining machine operators
47-5041,Continuous Mining Machine Operators,61420.0,2023,continuous mining machine operators
47-5043,"Roof Bolters, Mining",66660.0,2023,roof bolters mining
47-5044,"Loading and Moving Machine Operators, Underground Mining",64070.0,2023,loading moving machine operators underground mining
47-5049,"Underground Mining Machine Operators, All Other",68910.0,2023,underground mining machine operators all other
47-5050,"Rock Splitters, Quarry",46530.0,2023,rock splitters quarry
47-5051,"Rock Splitters, Quarry",46530.0,2023,rock splitters quarry
47-5070,"Roustabouts, Oil and Gas",46340.0,2023,roustabouts oil gas
47-5071,"Roustabouts, Oil and Gas",46340.0,2023,roustabouts oil gas
47-5080,Helpers--Extraction Workers,45520.0,2023,helpers  extraction workers
47-5081,Helpers--Extraction Workers,45520.0,2023,helpers  extraction workers
47-5090,Miscellaneous Extraction Workers,49580.0,2023,miscellaneous extraction workers
47-5099,"Extraction Workers, All Other",49580.0,2023,extraction workers all other
49-0000,"Installation, Maintenance, and Repair Occupations",53920.0,2023,installation maintenance repair occupations
49-1000,"Supervisors of Installation, Maintenance, and Repair Workers",75820.0,2023,supervisors of installation maintenance repair workers
49-1010,"First-Line Supervisors of Mechanics, Installers, and Repairers",75820.0,2023,first line supervisors of mechanics installers repairers
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",75820.0,2023,first line supervisors of mechanics installers repairers
49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",59420.0,2023,electrical electronic equipment mechanics installers repairers
49-2010,"Computer, Automated Teller, and Office Machine Repairers",45760.0,2023,computer automated teller office machine repairers
49-2011,"Computer, Automated Teller, and Office Machine Repairers",45760.0,2023,computer automated teller office machine repairers
49-2020,Radio and Telecommunications Equipment Installers and Repairers,61270.0,2023,radio telecommunications equipment installers repairers
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",61310.0,2023,radio cellular tower equipment installers repairers
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",61270.0,2023,telecommunications equipment installers repairers except line installers
49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",61190.0,2023,miscellaneous electrical electronic equipment mechanics installers repairers
49-2091,Avionics Technicians,77420.0,2023,avionics technicians
49-2092,"Electric Motor, Power Tool, and Related Repairers",49230.0,2023,electric motor power tool related repairers
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",79160.0,2023,electrical electronics installers repairers transportation equipment
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",66680.0,2023,electrical electronics repairers commercial industrial equipment
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",96600.0,2023,electrical electronics repairers powerhouse substation relay
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",45570.0,2023,electronic equipment installers repairers motor vehicles
49-2097,Audiovisual Equipment Installers and Repairers,48380.0,2023,audiovisual equipment installers repairers
49-2098,Security and Fire Alarm Systems Installers,56430.0,2023,security fire alarm systems installers
