occupation_code,occupation_name,weekly_pay,year,occ_clean
49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",50790.0,2023,vehicle mobile equipment mechanics installers repairers
49-3010,Aircraft Mechanics and Service Technicians,75020.0,2023,aircraft mechanics service technicians
49-3011,Aircraft Mechanics and Service Technicians,75020.0,2023,aircraft mechanics service technicians
49-3020,Automotive Technicians and Repairers,47990.0,2023,automotive technicians repairers
49-3021,Automotive Body and Related Repairers,48740.0,2023,automotive body related repairers
49-3022,Automotive Glass Installers and Repairers,45320.0,2023,automotive glass installers repairers
49-3023,Automotive Service Technicians and Mechanics,47770.0,2023,automotive service technicians mechanics
49-3030,Bus and Truck Mechanics and Diesel Engine Specialists,58970.0,2023,bus truck mechanics diesel engine specialists
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,58970.0,2023,bus truck mechanics diesel engine specialists
49-3040,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,61000.0,2023,heavy vehicle mobile equipment service technicians mechanics
49-3041,Farm Equipment Mechanics and Service Technicians,49210.0,2023,farm equipment mechanics service technicians
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",61900.0,2023,mobile heavy equipment mechanics except engines
49-3043,Rail Car Repairers,65030.0,2023,rail car repairers
49-3050,Small Engine Mechanics,46500.0,2023,small engine mechanics
49-3051,Motorboat Mechanics and Service Technicians,49990.0,2023,motorboat mechanics service technicians
49-3052,Motorcycle Mechanics,46270.0,2023,motorcycle mechanics
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,44140.0,2023,outdoor power equipment other small engine mechanics
49-3090,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",36550.0,2023,miscellaneous vehicle mobile equipment mechanics installers repairers
49-3091,Bicycle Repairers,38320.0,2023,bicycle repairers
49-3092,Recreational Vehicle Service Technicians,47950.0,2023,recreational vehicle service technicians
49-3093,Tire Repairers and Changers,35790.0,2023,tire repairers changers
49-9000,"Other Installation, Maintenance, and Repair Occupations",50200.0,2023,other installation maintenance repair occupations
49-9010,Control and Valve Installers and Repairers,59040.0,2023,control valve installers repairers
49-9011,Mechanical Door Repairers,48650.0,2023,mechanical door repairers
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",70100.0,2023,control valve installers repairers except mechanical door
49-9020,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",57300.0,2023,heating air conditioning refrigeration mechanics installers
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",57300.0,2023,heating air conditioning refrigeration mechanics installers
49-9030,Home Appliance Repairers,47170.0,2023,home appliance repairers
49-9031,Home Appliance Repairers,47170.0,2023,home appliance repairers
49-9040,"Industrial Machinery Installation, Repair, and Maintenance Workers",61160.0,2023,industrial machinery installation repair maintenance workers
49-9041,Industrial Machinery Mechanics,61420.0,2023,industrial machinery mechanics
49-9043,"Maintenance Workers, Machinery",57350.0,2023,maintenance workers machinery
49-9044,Millwrights,62980.0,2023,millwrights
49-9045,"Refractory Materials Repairers, Except Brickmasons",48410.0,2023,refractory materials repairers except brickmasons
49-9050,Line Installers and Repairers,78810.0,2023,line installers repairers
49-9051,Electrical Power-Line Installers and Repairers,85420.0,2023,electrical power line installers repairers
49-9052,Telecommunications Line Installers and Repairers,64640.0,2023,telecommunications line installers repairers
49-9060,Precision Instrument and Equipment Repairers,59380.0,2023,precision instrument equipment repairers
49-9061,Camera and Photographic Equipment Repairers,46850.0,2023,camera photographic equipment repairers
49-9062,Medical Equipment Repairers,60670.0,2023,medical equipment repairers
49-9063,Musical Instrument Repairers and Tuners,42800.0,2023,musical instrument repairers tuners
49-9064,Watch and Clock Repairers,58140.0,2023,watch clock repairers
49-9069,"Precision Instrument and Equipment Repairers, All Other",62040.0,2023,precision instrument equipment repairers all other
49-9070,"Maintenance and Repair Workers, General",46700.0,2023,maintenance repair workers general
49-9071,"Maintenance and Repair Workers, General",46700.0,2023,maintenance repair workers general
49-9080,Wind Turbine Service Technicians,61770.0,2023,wind turbine service technicians
49-9081,Wind Turbine Service Technicians,61770.0,2023,wind turbine service technicians
49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",44470.0,2023,miscellaneous installation maintenance repair workers
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",44980.0,2023,coin vending amusement machine servicers repairers
49-9092,Commercial Divers,61300.0,2023,commercial divers
49-9094,Locksmiths and Safe Repairers,48380.0,2023,locksmiths safe repairers
49-9095,Manufactured Building and Mobile Home Installers,38980.0,2023,manufactured building mobile home installers
49-9096,Riggers,56220.0,2023,riggers
49-9097,Signal and Track Switch Repairers,82710.0,2023,signal track switch repairers
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",36710.0,2023,helpers  installation maintenance repair workers
49-9099,"Installation, Maintenance, and Repair Workers, All Other",46500.0,2023,installation maintenance repair workers all other
51-0000,Production Occupations,43630.0,2023,production occupations
51-1000,Supervisors of Production Workers,65930.0,2023,supervisors of production workers
51-1010,First-Line Supervisors of Production and Operating Workers,65930.0,2023,first line supervisors of production operating workers
51-1011,First-Line Supervisors of Production and Operating Workers,65930.0,2023,first line supervisors of production operating workers
51-2000,Assemblers and Fabricators,39720.0,2023,assemblers fabricators
51-2010,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",61240.0,2023,aircraft structure surfaces rigging systems assemblers
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",61240.0,2023,aircraft structure surfaces rigging systems assemblers
51-2020,"Electrical, Electronics, and Electromechanical Assemblers",40700.0,2023,electrical electronics electromechanical assemblers
51-2021,"Coil Winders, Tapers, and Finishers",44890.0,2023,coil winders tapers finishers
51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",40490.0,2023,electrical electronic electromechanical assemblers except coil winders tapers finishers
51-2030,Engine and Other Machine Assemblers,50270.0,2023,engine other machine assemblers
51-2031,Engine and Other Machine Assemblers,50270.0,2023,engine other machine assemblers
51-2040,Structural Metal Fabricators and Fitters,48480.0,2023,structural metal fabricators fitters
51-2041,Structural Metal Fabricators and Fitters,48480.0,2023,structural metal fabricators fitters
51-2050,Fiberglass Laminators and Fabricators,40200.0,2023,fiberglass laminators fabricators
51-2051,Fiberglass Laminators and Fabricators,40200.0,2023,fiberglass laminators fabricators
51-2060,Timing Device Assemblers and Adjusters,48840.0,2023,timing device assemblers adjusters
51-2061,Timing Device Assemblers and Adjusters,48840.0,2023,timing device assemblers adjusters
51-2090,Miscellaneous Assemblers and Fabricators,38920.0,2023,miscellaneous assemblers fabricators
51-3000,Food Processing Workers,36850.0,2023,food processing workers
51-3010,Bakers,34950.0,2023,bakers
51-3011,Bakers,34950.0,2023,bakers
51-3020,"Butchers and Other Meat, Poultry, and Fish Processing Workers",37200.0,2023,butchers other meat poultry fish processing workers
51-3021,Butchers and Meat Cutters,37650.0,2023,butchers meat cutters
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",36300.0,2023,meat poultry fish cutters trimmers
51-3023,Slaughterers and Meat Packers,38160.0,2023,slaughterers meat packers
51-3090,Miscellaneous Food Processing Workers,38130.0,2023,miscellaneous food processing workers
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",39850.0,2023,food tobacco roasting baking drying machine operators tenders
51-3092,Food Batchmakers,38460.0,2023,food batchmakers
51-3093,Food Cooking Machine Operators and Tenders,38550.0,2023,food cooking machine operators tenders
51-3099,"Food Processing Workers, All Other",36890.0,2023,food processing workers all other
51-4000,Metal Workers and Plastic Workers,46860.0,2023,metal workers plastic workers
51-4020,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",45410.0,2023,forming machine setters operators tenders metal plastic
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",44390.0,2023,extruding drawing machine setters operators tenders metal plastic
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",46990.0,2023,forging machine setters operators tenders metal plastic
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",47040.0,2023,rolling machine setters operators tenders metal plastic
51-4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",43300.0,2023,machine tool cutting setters operators tenders metal plastic
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",42400.0,2023,cutting punching press machine setters operators tenders metal plastic
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",44620.0,2023,drilling boring machine tool setters operators tenders metal plastic
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",42610.0,2023,grinding lapping polishing buffing machine tool setters operators tenders metal plastic
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",47110.0,2023,lathe turning machine tool setters operators tenders metal plastic
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",47200.0,2023,milling planing machine setters operators tenders metal plastic
51-4040,Machinists,50840.0,2023,machinists
51-4041,Machinists,50840.0,2023,machinists
51-4050,"Metal Furnace Operators, Tenders, Pourers, and Casters",50200.0,2023,metal furnace operators tenders pourers casters
51-4051,Metal-Refining Furnace Operators and Tenders,50250.0,2023,metal refining furnace operators tenders
51-4052,"Pourers and Casters, Metal",48690.0,2023,pourers casters metal
51-4060,"Model Makers and Patternmakers, Metal and Plastic",58840.0,2023,model makers patternmakers metal plastic
51-4061,"Model Makers, Metal and Plastic",64190.0,2023,model makers metal plastic
51-4062,"Patternmakers, Metal and Plastic",49670.0,2023,patternmakers metal plastic
51-4070,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",39170.0,2023,molders molding machine setters operators tenders metal plastic
51-4071,Foundry Mold and Coremakers,44300.0,2023,foundry mold coremakers
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",38870.0,2023,molding coremaking casting machine setters operators tenders metal plastic
51-4080,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",41600.0,2023,multiple machine tool setters operators tenders metal plastic
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",41600.0,2023,multiple machine tool setters operators tenders metal plastic
51-4110,Tool and Die Makers,61490.0,2023,tool die makers
51-4111,Tool and Die Makers,61490.0,2023,tool die makers
51-4120,"Welding, Soldering, and Brazing Workers",48680.0,2023,welding soldering brazing workers
51-4121,"Welders, Cutters, Solderers, and Brazers",48940.0,2023,welders cutters solderers brazers
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",45350.0,2023,welding soldering brazing machine setters operators tenders
51-4190,Miscellaneous Metal Workers and Plastic Workers,43260.0,2023,miscellaneous metal workers plastic workers
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",44240.0,2023,heat treating equipment setters operators tenders metal plastic
51-4192,"Layout Workers, Metal and Plastic",62270.0,2023,layout workers metal plastic
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",39740.0,2023,plating machine setters operators tenders metal plastic
51-4194,"Tool Grinders, Filers, and Sharpeners",46410.0,2023,tool grinders filers sharpeners
51-4199,"Metal Workers and Plastic Workers, All Other",41200.0,2023,metal workers plastic workers all other
51-5100,Printing Workers,40870.0,2023,printing workers
51-5110,Printing Workers,40870.0,2023,printing workers
51-5111,Prepress Technicians and Workers,45070.0,2023,prepress technicians workers
51-5112,Printing Press Operators,41860.0,2023,printing press operators
51-5113,Print Binding and Finishing Workers,38100.0,2023,print binding finishing workers
51-6000,"Textile, Apparel, and Furnishings Workers",34110.0,2023,textile apparel furnishings workers
51-6010,Laundry and Dry-Cleaning Workers,31050.0,2023,laundry dry cleaning workers
51-6011,Laundry and Dry-Cleaning Workers,31050.0,2023,laundry dry cleaning workers
51-6020,"Pressers, Textile, Garment, and Related Materials",32240.0,2023,pressers textile garment related materials
51-6021,"Pressers, Textile, Garment, and Related Materials",32240.0,2023,pressers textile garment related materials
51-6030,Sewing Machine Operators,34440.0,2023,sewing machine operators
51-6031,Sewing Machine Operators,34440.0,2023,sewing machine operators
51-6040,Shoe and Leather Workers,36300.0,2023,shoe leather workers
51-6041,Shoe and Leather Workers and Repairers,36020.0,2023,shoe leather workers repairers
51-6042,Shoe Machine Operators and Tenders,36970.0,2023,shoe machine operators tenders
51-6050,"Tailors, Dressmakers, and Sewers",35680.0,2023,tailors dressmakers sewers
51-6051,"Sewers, Hand",32240.0,2023,sewers hand
51-6052,"Tailors, Dressmakers, and Custom Sewers",36650.0,2023,tailors dressmakers custom sewers
51-6060,"Textile Machine Setters, Operators, and Tenders",36150.0,2023,textile machine setters operators tenders
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,35340.0,2023,textile bleaching dyeing machine operators tenders
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",36620.0,2023,textile cutting machine setters operators tenders
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",37130.0,2023,textile knitting weaving machine setters operators tenders
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",35530.0,2023,textile winding twisting drawing out machine setters operators tenders
51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers",40560.0,2023,miscellaneous textile apparel furnishings workers
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",44030.0,2023,extruding forming machine setters operators tenders synthetic glass fibers
51-6092,Fabric and Apparel Patternmakers,62510.0,2023,fabric apparel patternmakers
51-6093,Upholsterers,42730.0,2023,upholsterers
51-6099,"Textile, Apparel, and Furnishings Workers, All Other",35130.0,2023,textile apparel furnishings workers all other
51-7000,Woodworkers,39350.0,2023,woodworkers
51-7010,Cabinetmakers and Bench Carpenters,43260.0,2023,cabinetmakers bench carpenters
51-7011,Cabinetmakers and Bench Carpenters,43260.0,2023,cabinetmakers bench carpenters
51-7020,Furniture Finishers,39790.0,2023,furniture finishers
51-7021,Furniture Finishers,39790.0,2023,furniture finishers
51-7030,"Model Makers and Patternmakers, Wood",48290.0,2023,model makers patternmakers wood
51-7031,"Model Makers, Wood",45040.0,2023,model makers wood
51-7032,"Patternmakers, Wood",48630.0,2023,patternmakers wood
51-7040,"Woodworking Machine Setters, Operators, and Tenders",38140.0,2023,woodworking machine setters operators tenders
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",38000.0,2023,sawing machine setters operators tenders wood
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",38260.0,2023,woodworking machine setters operators tenders except sawing
51-7090,Miscellaneous Woodworkers,37760.0,2023,miscellaneous woodworkers
51-7099,"Woodworkers, All Other",37760.0,2023,woodworkers all other
51-8000,Plant and System Operators,67100.0,2023,plant system operators
51-8010,"Power Plant Operators, Distributors, and Dispatchers",100890.0,2023,power plant operators distributors dispatchers
51-8011,Nuclear Power Reactor Operators,120350.0,2023,nuclear power reactor operators
51-8012,Power Distributors and Dispatchers,104750.0,2023,power distributors dispatchers
51-8013,Power Plant Operators,97010.0,2023,power plant operators
51-8020,Stationary Engineers and Boiler Operators,67640.0,2023,stationary engineers boiler operators
51-8021,Stationary Engineers and Boiler Operators,67640.0,2023,stationary engineers boiler operators
51-8030,Water and Wastewater Treatment Plant and System Operators,54890.0,2023,water wastewater treatment plant system operators
51-8031,Water and Wastewater Treatment Plant and System Operators,54890.0,2023,water wastewater treatment plant system operators
51-8090,Miscellaneous Plant and System Operators,80710.0,2023,miscellaneous plant system operators
51-8091,Chemical Plant and System Operators,80030.0,2023,chemical plant system operators
51-8092,Gas Plant Operators,82560.0,2023,gas plant operators
51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",94580.0,2023,petroleum pump system operators refinery operators gaugers
51-8099,"Plant and System Operators, All Other",56940.0,2023,plant system operators all other
51-9000,Other Production Occupations,43880.0,2023,other production occupations
51-9010,"Chemical Processing Machine Setters, Operators, and Tenders",50300.0,2023,chemical processing machine setters operators tenders
51-9011,Chemical Equipment Operators and Tenders,51720.0,2023,chemical equipment operators tenders
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",48120.0,2023,separating filtering clarifying precipitating still machine setters operators tenders
51-9020,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",45460.0,2023,crushing grinding polishing mixing blending workers
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",44510.0,2023,crushing grinding polishing machine setters operators tenders
51-9022,"Grinding and Polishing Workers, Hand",38940.0,2023,grinding polishing workers hand
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",46100.0,2023,mixing blending machine setters operators tenders
51-9030,Cutting Workers,43300.0,2023,cutting workers
51-9031,"Cutters and Trimmers, Hand",37040.0,2023,cutters trimmers hand
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",44310.0,2023,cutting slicing machine setters operators tenders
51-9040,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",42670.0,2023,extruding forming pressing compacting machine setters operators tenders
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",42670.0,2023,extruding forming pressing compacting machine setters operators tenders
51-9050,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",45640.0,2023,furnace kiln oven drier kettle operators tenders
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",45640.0,2023,furnace kiln oven drier kettle operators tenders
51-9060,"Inspectors, Testers, Sorters, Samplers, and Weighers",45850.0,2023,inspectors testers sorters samplers weighers
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",45850.0,2023,inspectors testers sorters samplers weighers
51-9070,Jewelers and Precious Stone and Metal Workers,47450.0,2023,jewelers precious stone metal workers
51-9071,Jewelers and Precious Stone and Metal Workers,47450.0,2023,jewelers precious stone metal workers
51-9080,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,44640.0,2023,dental ophthalmic laboratory technicians medical appliance technicians
51-9081,Dental Laboratory Technicians,47690.0,2023,dental laboratory technicians
51-9082,Medical Appliance Technicians,44960.0,2023,medical appliance technicians
51-9083,Ophthalmic Laboratory Technicians,37720.0,2023,ophthalmic laboratory technicians
51-9110,Packaging and Filling Machine Operators and Tenders,38330.0,2023,packaging filling machine operators tenders
51-9111,Packaging and Filling Machine Operators and Tenders,38330.0,2023,packaging filling machine operators tenders
51-9120,Painting Workers,45340.0,2023,painting workers
51-9123,"Painting, Coating, and Decorating Workers",40230.0,2023,painting coating decorating workers
51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",45560.0,2023,coating painting spraying machine setters operators tenders
51-9140,Semiconductor Processing Technicians,45850.0,2023,semiconductor processing technicians
51-9141,Semiconductor Processing Technicians,45850.0,2023,semiconductor processing technicians
51-9150,Photographic Process Workers and Processing Machine Operators,35620.0,2023,photographic process workers processing machine operators
51-9151,Photographic Process Workers and Processing Machine Operators,35620.0,2023,photographic process workers processing machine operators
51-9160,Computer Numerically Controlled Tool Operators and Programmers,49690.0,2023,computer numerically controlled tool operators programmers
51-9161,Computer Numerically Controlled Tool Operators,48550.0,2023,computer numerically controlled tool operators
51-9162,Computer Numerically Controlled Tool Programmers,63440.0,2023,computer numerically controlled tool programmers
51-9190,Miscellaneous Production Workers,38750.0,2023,miscellaneous production workers
51-9191,Adhesive Bonding Machine Operators and Tenders,43540.0,2023,adhesive bonding machine operators tenders
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",39340.0,2023,cleaning washing metal pickling equipment operators tenders
51-9193,Cooling and Freezing Equipment Operators and Tenders,42420.0,2023,cooling freezing equipment operators tenders
51-9194,Etchers and Engravers,40040.0,2023,etchers engravers
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",43310.0,2023,molders shapers casters except metal plastic
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",47250.0,2023,paper goods machine setters operators tenders
51-9197,Tire Builders,54080.0,2023,tire builders
51-9198,Helpers--Production Workers,36700.0,2023,helpers  production workers
51-9199,"Production Workers, All Other",37430.0,2023,production workers all other
53-0000,Transportation and Material Moving Occupations,40050.0,2023,transportation material moving occupations
53-1000,Supervisors of Transportation and Material Moving Workers,60500.0,2023,supervisors of transportation material moving workers
53-1040,First-Line Supervisors of Transportation and Material Moving Workers,60500.0,2023,first line supervisors of transportation material moving workers
53-1041,Aircraft Cargo Handling Supervisors,58920.0,2023,aircraft cargo handling supervisors
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",60510.0,2023,first line supervisors of transportation material moving workers except aircraft cargo handling supervisors
53-2000,Air Transportation Workers,97320.0,2023,air transportation workers
53-2010,Aircraft Pilots and Flight Engineers,171210.0,2023,aircraft pilots flight engineers
53-2011,"Airline Pilots, Copilots, and Flight Engineers",219140.0,2023,airline pilots copilots flight engineers
53-2012,Commercial Pilots,113080.0,2023,commercial pilots
53-2020,Air Traffic Controllers and Airfield Operations Specialists,91290.0,2023,air traffic controllers airfield operations specialists
53-2021,Air Traffic Controllers,137380.0,2023,air traffic controllers
53-2022,Airfield Operations Specialists,51140.0,2023,airfield operations specialists
53-2030,Flight Attendants,68370.0,2023,flight attendants
53-2031,Flight Attendants,68370.0,2023,flight attendants
53-3000,Motor Vehicle Operators,47490.0,2023,motor vehicle operators
53-3010,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",32580.0,2023,ambulance drivers attendants except emergency medical technicians
53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",32580.0,2023,ambulance drivers attendants except emergency medical technicians
53-3030,Driver/Sales Workers and Truck Drivers,48120.0,2023,driver/sales workers truck drivers
53-3031,Driver/Sales Workers,35420.0,2023,driver/sales workers
53-3032,Heavy and Tractor-Trailer Truck Drivers,54320.0,2023,heavy tractor trailer truck drivers
53-3033,Light Truck Drivers,42470.0,2023,light truck drivers
53-3050,Passenger Vehicle Drivers,44080.0,2023,passenger vehicle drivers
53-3051,"Bus Drivers, School",45660.0,2023,bus drivers school
53-3052,"Bus Drivers, Transit and Intercity",60170.0,2023,bus drivers transit intercity
53-3053,Shuttle Drivers and Chauffeurs,35240.0,2023,shuttle drivers chauffeurs
53-3054,Taxi Drivers,34680.0,2023,taxi drivers
53-3090,Miscellaneous Motor Vehicle Operators,35690.0,2023,miscellaneous motor vehicle operators
53-3099,"Motor Vehicle Operators, All Other",35690.0,2023,motor vehicle operators all other
53-4000,Rail Transportation Workers,73890.0,2023,rail transportation workers
53-4010,Locomotive Engineers and Operators,74360.0,2023,locomotive engineers operators
53-4011,Locomotive Engineers,74770.0,2023,locomotive engineers
53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",57070.0,2023,rail yard engineers dinkey operators hostlers
53-4020,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",63540.0,2023,railroad brake signal switch operators locomotive firers
53-4022,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",63540.0,2023,railroad brake signal switch operators locomotive firers
53-4030,Railroad Conductors and Yardmasters,71130.0,2023,railroad conductors yardmasters
53-4031,Railroad Conductors and Yardmasters,71130.0,2023,railroad conductors yardmasters
53-4040,Subway and Streetcar Operators,84270.0,2023,subway streetcar operators
53-4041,Subway and Streetcar Operators,84270.0,2023,subway streetcar operators
53-4090,Miscellaneous Rail Transportation Workers,44660.0,2023,miscellaneous rail transportation workers
53-4099,"Rail Transportation Workers, All Other",44660.0,2023,rail transportation workers all other
53-5000,Water Transportation Workers,64930.0,2023,water transportation workers
53-5010,Sailors and Marine Oilers,48400.0,2023,sailors marine oilers
53-5011,Sailors and Marine Oilers,48400.0,2023,sailors marine oilers
53-5020,Ship and Boat Captains and Operators,82630.0,2023,ship boat captains operators
53-5021,"Captains, Mates, and Pilots of Water Vessels",88730.0,2023,captains mates pilots of water vessels
53-5022,Motorboat Operators,46420.0,2023,motorboat operators
53-5030,Ship Engineers,94270.0,2023,ship engineers
53-5031,Ship Engineers,94270.0,2023,ship engineers
53-6000,Other Transportation Workers,35020.0,2023,other transportation workers
53-6010,Bridge and Lock Tenders,49120.0,2023,bridge lock tenders
53-6011,Bridge and Lock Tenders,49120.0,2023,bridge lock tenders
53-6020,Parking Attendants,32840.0,2023,parking attendants
53-6021,Parking Attendants,32840.0,2023,parking attendants
53-6030,Transportation Service Attendants,35000.0,2023,transportation service attendants
53-6031,Automotive and Watercraft Service Attendants,33820.0,2023,automotive watercraft service attendants
53-6032,Aircraft Service Attendants,39110.0,2023,aircraft service attendants
53-6040,Traffic Technicians,52240.0,2023,traffic technicians
53-6041,Traffic Technicians,52240.0,2023,traffic technicians
53-6050,Transportation Inspectors,87290.0,2023,transportation inspectors
53-6051,Transportation Inspectors,87290.0,2023,transportation inspectors
53-6060,Passenger Attendants,35620.0,2023,passenger attendants
53-6061,Passenger Attendants,35620.0,2023,passenger attendants
53-6090,Miscellaneous Transportation Workers,40300.0,2023,miscellaneous transportation workers
53-6099,"Transportation Workers, All Other",40300.0,2023,transportation workers all other
53-7000,Material Moving Workers,37290.0,2023,material moving workers
53-7010,Conveyor Operators and Tenders,39260.0,2023,conveyor operators tenders
53-7011,Conveyor Operators and Tenders,39260.0,2023,conveyor operators tenders
53-7020,Crane and Tower Operators,64690.0,2023,crane tower operators
53-7021,Crane and Tower Operators,64690.0,2023,crane tower operators
53-7030,Dredge Operators,50440.0,2023,dredge operators
53-7031,Dredge Operators,50440.0,2023,dredge operators
53-7040,Hoist and Winch Operators,55950.0,2023,hoist winch operators
53-7041,Hoist and Winch Operators,55950.0,2023,hoist winch operators
53-7050,Industrial Truck and Tractor Operators,44470.0,2023,industrial truck tractor operators
53-7051,Industrial Truck and Tractor Operators,44470.0,2023,industrial truck tractor operators
53-7060,Laborers and Material Movers,36720.0,2023,laborers material movers
53-7061,Cleaners of Vehicles and Equipment,34150.0,2023,cleaners of vehicles equipment
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",37660.0,2023,laborers freight stock material movers hand
53-7063,Machine Feeders and Offbearers,39250.0,2023,machine feeders offbearers
53-7064,"Packers and Packagers, Hand",34830.0,2023,packers packagers hand
53-7065,Stockers and Order Fillers,36390.0,2023,stockers order fillers
53-7070,Pumping Station Operators,62530.0,2023,pumping station operators
53-7071,Gas Compressor and Gas Pumping Station Operators,61870.0,2023,gas compressor gas pumping station operators
53-7072,"Pump Operators, Except Wellhead Pumpers",54690.0,2023,pump operators except wellhead pumpers
53-7073,Wellhead Pumpers,71830.0,2023,wellhead pumpers
53-7080,Refuse and Recyclable Material Collectors,45760.0,2023,refuse recyclable material collectors
53-7081,Refuse and Recyclable Material Collectors,45760.0,2023,refuse recyclable material collectors
53-7120,"Tank Car, Truck, and Ship Loaders",58620.0,2023,tank car truck ship loaders
53-7121,"Tank Car, Truck, and Ship Loaders",58620.0,2023,tank car truck ship loaders
53-7190,Miscellaneous Material Moving Workers,40310.0,2023,miscellaneous material moving workers
53-7199,"Material Moving Workers, All Other",40310.0,2023,material moving workers all other
29-1210,Physicians,153690.0,2023,physicians
29-1213,Dermatologists,169670.0,2023,dermatologists
29-1222,"Physicians, Pathologists",170370.0,2023,physicians pathologists
29-1224,Radiologists,139850.0,2023,radiologists
29-1223,Psychiatrists,170430.0,2023,psychiatrists
29-1240,Surgeons,176510.0,2023,surgeons
29-1249,"Surgeons, All Other",151560.0,2023,surgeons all other
29-1212,Cardiologists,205620.0,2023,cardiologists
29-1214,Emergency Medicine Physicians,126480.0,2023,emergency medicine physicians
29-1217,Neurologists,77300.0,2023,neurologists
29-1218,Obstetricians and Gynecologists,77480.0,2023,obstetricians gynecologists
29-1241,"Ophthalmologists, Except Pediatric",73040.0,2023,ophthalmologists except pediatric
29-1242,"Orthopedic Surgeons, Except Pediatric",73600.0,2023,orthopedic surgeons except pediatric
