occupation_code,ai_exposure,occupation_name,employment_2023_x,employment_2023_y,weekly_pay,adverts,education_required,employment_growth,log_pay,log_employment,advert_intensity,skill,ai_skill_interaction,ai_exposure_z,pay_z,employment_z,advert_intensity_z,exposure_quantile,bls_outlook
39-4031,-0.1903759,"Morticians, Undertakers, and Funeral Arrangers",24200.0,24200.0,51030.0,3.2,Associate's degree,0.0,10.840168974058017,10.09410791214478,0.0001322314049586,3.0,-0.5711276999999999,-0.1709325790465045,-0.4488584939394111,-0.3757149705599138,-0.0303701525147103,Lower-middle,
39-5011,-0.7294621,Barbers,15990.0,15990.0,36150.0,8.4,Postsecondary nondegree award,0.0,10.49543222758691,9.679718805828,0.0005253283302063,2.0,-1.4589242,-0.7055975309973928,-0.942774789446856,-0.3954616646974436,0.6225373889290098,Lower-middle,
39-5012,-0.6824517,"Hairdressers, Hairstylists, and Cosmetologists",294840.0,294840.0,34970.0,75.8,Postsecondary nondegree award,0.0,10.46224583005742,12.594188115303226,0.0002570885904219,2.0,-1.3649034,-0.6589726809136918,-0.9819428827733871,0.2752284279030656,0.1770092309312996,Lower-middle,
39-5091,-0.4596138,"Makeup Artists, Theatrical and Performance",4130.0,4130.0,47390.0,1.1,Postsecondary nondegree award,0.0,10.766166514961634,8.326032685955079,0.0002663438256658,2.0,-0.9192276,-0.4379623580815792,-0.5696821038619312,-0.4239873397852759,0.1923815538890375,Lower-middle,
39-5092,0.0335124,Manicurists and Pedicurists,144810.0,144810.0,34250.0,24.8,Postsecondary nondegree award,0.0,10.441441843690372,11.883177817322649,0.0001712588909605,2.0,0.0670248,0.0511195290613751,-1.005842058362457,-0.0856237671582734,0.0344518755847655,Upper-middle,
39-5093,-0.905371,Shampooers,7360.0,7360.0,29530.0,2.7,No formal educational credential,0.0,10.293161974737968,8.903815211722922,0.0003668478260869,0.0,-0.0,-0.8800637361538847,-1.162514431668582,-0.4162185429443232,0.3593119356997021,Low,
39-5094,-0.2628396,Skincare Specialists,65270.0,65270.0,43200.0,14.5,Postsecondary nondegree award,0.0,10.673595774232204,11.086287791629264,0.0002221541290026,2.0,-0.5256792,-0.2428019770735428,-0.7087620284705464,-0.2769333958670577,0.1189854412448867,Lower-middle,Slower than average
39-6011,-1.272015,Baggage Porters and Bellhops,28780.0,28780.0,34840.0,4.6,High school diploma or equivalent,0.0,10.45852143096644,10.26743598044136,0.0001598332175121,1.0,-1.272015,-1.2437007512417897,-0.9862580116991916,-0.3646991533674794,0.0154746008176376,Low,
39-6012,0.855832,Concierges,41020.0,41020.0,37150.0,6.8,High school diploma or equivalent,0.0,10.522719050145906,10.621815031626372,0.0001657727937591,1.0,0.855832,0.8666949777044188,-0.909581490017592,-0.3352595021807115,0.0253398372912886,Upper-middle,Slower than average
39-9011,-0.3834794,Childcare Workers,497450.0,497450.0,30370.0,160.2,High school diploma or equivalent,0.0,10.321210558039796,13.117250328017503,0.0003220424163232,1.0,-0.3834794,-0.362452364841519,-1.1346320601480004,0.7625460526539681,0.2848931650268777,Lower-middle,
39-9031,-2.111948,Exercise Trainers and Group Fitness Instructors,279450.0,279450.0,46480.0,74.2,High school diploma or equivalent,0.0,10.746777391525791,12.540578664697843,0.0002655215602075,1.0,-2.111948,-2.076745145787533,-0.5998880063425612,0.2382123958961736,0.191015826292821,Low,
39-9032,-0.2441154,Recreation Workers,281750.0,281750.0,34410.0,68.1,High school diploma or equivalent,0.0,10.446102498791523,12.548775431902024,0.0002417036379769,1.0,-0.2441154,-0.2242313412581225,-1.000531130453775,0.2437443564949944,0.1514558601697249,Lower-middle,
39-9041,0.4746119,Residential Advisors,88700.0,88700.0,37950.0,17.4,High school diploma or equivalent,0.0,10.544024782823776,11.393015168297673,0.0001961668545659,1.0,0.4746119,0.4886014066777207,-0.8830268504741812,-0.2205795537668966,0.0758223270827342,Upper-middle,
41-1011,0.0191826,First-Line Supervisors of Retail Sales Workers,1087890.0,1087890.0,46730.0,125.1,High school diploma or equivalent,0.0,10.752141635694471,13.899750598345602,0.0001149932438022,1.0,0.0191826,0.0369072531239353,-0.5915896814852453,2.1826724943790703,-0.0590015782440764,Upper-middle,
41-1012,1.316195,First-Line Supervisors of Non-Retail Sales Workers,227150.0,227150.0,84570.0,24.8,High school diploma or equivalent,0.0,11.345334872776268,12.33336587118755,0.0001091789566365,1.0,1.316195,1.3232823681346817,0.6644447689180956,0.11242042227951,-0.0686587179842892,High,
41-2011,-0.2480887,Cashiers,3298660.0,3298660.0,29720.0,542.6,No formal educational credential,0.0,10.299575498831697,15.009026883365715,0.0001644910357539,0.0,-0.0,-0.2281720547350887,-1.1562077047770218,7.500017073968196,0.0232109234937742,Lower-middle,
41-2012,-0.0500926,Gambling Change Persons and Booth Cashiers,20560.0,20560.0,33230.0,4.0,No formal educational credential,0.0,10.41120836134864,9.931102719569102,0.0001945525291828,0.0,-0.0,-0.0317997949870869,-1.039699223780306,-0.3844698995076128,0.0731410412489965,Upper-middle,
41-2021,0.0784367,Counter and Rental Clerks,390300.0,390300.0,37400.0,45.9,No formal educational credential,0.0,10.529425983402623,12.874670953168708,0.0001176018447348,0.0,0.0,0.0956753880333304,-0.9012831651602762,0.5048288447567311,-0.0546688676271304,Upper-middle,
41-2022,-0.1184909,Parts Salespersons,260770.0,260770.0,36860.0,30.2,No formal educational credential,0.0,10.514882231223812,12.471394071743251,0.0001158108678145,0.0,-0.0,-0.0996371348837906,-0.9192075468520786,0.1932832550327075,-0.057643559777315,Upper-middle,
41-2031,0.0873069,Retail Salespersons,3684740.0,3684740.0,33680.0,555.8,No formal educational credential,0.0,10.424659468356262,15.119710524806996,0.0001508383223782,0.0,0.0,0.1044728401973716,-1.0247622390371374,8.428616790486771,0.0005346852644156,Upper-middle,
41-3011,1.162588,Advertising Sales Agents,108100.0,108100.0,61270.0,9.3,High school diploma or equivalent,0.0,11.0230456057197,11.5908120036273,8.603145235892693e-05,1.0,1.162588,1.170935156734501,-0.1089591077837501,-0.1739186687159736,-0.1071051649997669,High,Faster than average
41-3021,1.341258,Insurance Sales Agents,457510.0,457510.0,59080.0,47.0,High school diploma or equivalent,0.0,10.986647736645317,13.03355402138233,0.0001027299949727,1.0,1.341258,1.3481398170746566,-0.1816524335338378,0.6664823542553153,-0.079370009358855,High,
41-3031,1.256298,"Securities, Commodities, and Financial Services Sales Agents",479630.0,479630.0,76900.0,38.1,Bachelor's degree,0.0,11.250261155493735,13.080770252305966,7.943623209557368e-05,4.0,5.025192,1.263876605889233,0.4098521622956425,0.719685384014409,-0.1180593820664926,High,
41-3041,1.133598,Travel Agents,58250.0,58250.0,47410.0,7.1,High school diploma or equivalent,0.0,10.766588455896164,10.972499371427949,0.0001218884120171,1.0,1.133598,1.1421829145939004,-0.5690182378733459,-0.2938179016947628,-0.047549167813179,High,
41-4011,0.8911985,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",311780.0,311780.0,99710.0,27.2,Bachelor's degree,0.0,11.510021251822838,12.650053089866672,8.724100327153762e-05,4.0,3.564794,0.901771423777739,1.1669913222771489,0.3159725203135107,-0.1050961823242956,Upper-middle,
41-4012,0.8224681,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1288920.0,1288920.0,65630.0,114.8,High school diploma or equivalent,0.0,11.091788187467769,14.069315216380094,8.906681562858827e-05,1.0,0.8224681,0.8336047075576516,0.0357636777278398,2.6661899027186085,-0.1020636308576863,Upper-middle,
41-9011,0.1235652,Demonstrators and Product Promoters,50790.0,50790.0,36970.0,14.0,No formal educational credential,0.0,10.517862051930678,10.83545476379529,0.0002756448119708,0.0,0.0,0.1404337722845237,-0.9155562839148595,-0.311760695637025,0.207829866280627,Upper-middle,
41-9012,-1.122021,Models,3090.0,3090.0,47430.0,1.2,No formal educational credential,0.0,10.767010218871627,8.035926369891792,0.0003883495145631,0.0,-0.0,-1.0949369082739646,-0.5683543718847607,-0.426488748056047,0.3950247934154064,Low,
41-9021,1.149681,Real Estate Brokers,51350.0,51350.0,63060.0,9.7,High school diploma or equivalent,0.0,11.051841933099052,10.846420215356703,0.000188899707887,1.0,1.149681,1.158134011880802,-0.049543101805368,-0.3104137834912251,0.063752085453539,High,
41-9022,0.8649445,Real Estate Sales Agents,197720.0,197720.0,54300.0,36.6,High school diploma or equivalent,0.0,10.902279505922026,12.194607167420896,0.0001851102569289,1.0,0.8649445,0.8757327426753131,-0.3403164048057185,0.0416353786172078,0.0574580624033996,Upper-middle,
41-9031,1.145416,Sales Engineers,59340.0,59340.0,116950.0,5.0,Bachelor's degree,0.0,11.669501772012325,10.991038893844811,8.426019548365353e-05,4.0,4.581664,1.153903990744905,1.739243804437656,-0.2911962334109739,-0.1100471034821687,High,Slower than average
41-9041,1.118129,Telemarketers,81580.0,81580.0,34480.0,6.5,No formal educational credential,0.0,10.44813472477763,11.30933941287155,7.967639127237068e-05,0.0,0.0,1.126840781662788,-0.9982075994937264,-0.2377045796206374,-0.1176604938340831,High,
41-9091,1.107101,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",6220.0,6220.0,34910.0,2.7,No formal educational credential,0.0,10.460528600099082,8.735525185733225,0.0004340836012861,0.0,0.0,1.1159032264255837,-0.983934480739143,-0.41896047124113,0.470986034027288,High,
43-1011,1.038688,First-Line Supervisors of Office and Administrative Support Workers,1504570.0,1504570.0,63450.0,144.5,High school diploma or equivalent,0.0,11.058007473142531,14.224017701055296,9.604072924490052e-05,1.0,1.038688,1.0480513070890918,-0.0365977150279551,3.1848713388645646,-0.0904804296138757,High,
43-2011,0.9832644,"Switchboard Operators, Including Answering Service",43830.0,43830.0,36750.0,2.8,High school diploma or equivalent,0.0,10.511893504640982,10.688073793412856,6.388318503308236e-05,1.0,0.9832644,0.9930822568130038,-0.9228588097892976,-0.3285008894491087,-0.1438919466766862,Upper-middle,
43-2021,1.019712,Telephone Operators,4600.0,4600.0,38080.0,0.3,High school diploma or equivalent,0.0,10.5474444889053,8.433811582477187,6.521739130434782e-05,1.0,1.019712,1.0292309363798802,-0.8787117215483768,-0.4228568956629082,-0.1416759198385169,High,
43-3011,1.271991,Bill and Account Collectors,190910.0,190910.0,44250.0,13.7,High school diploma or equivalent,0.0,10.697610650436076,12.159557391788704,7.1761563040176e-05,1.0,1.271991,1.27944090171236,-0.6739090640698194,0.0252559648441776,-0.1308064909409678,High,
43-3021,1.333455,Billing and Posting Clerks,430220.0,430220.0,45590.0,42.2,High school diploma or equivalent,0.0,10.727443673207487,12.972051984739789,9.808934963507044e-05,1.0,1.333455,1.3404008124032836,-0.629430042834606,0.6008444391501767,-0.0870778089969516,High,
43-3031,1.039749,"Bookkeeping, Accounting, and Auditing Clerks",1501910.0,1501910.0,47440.0,170.0,"Some college, no degree",0.0,10.767221033671609,14.22224818940441,0.0001131892057446,2.0,2.079498,1.0491036054302845,-0.568022438890468,3.1784735061720157,-0.0619979640643814,High,
43-3041,0.4026518,Gambling Cage Workers,12560.0,12560.0,36110.0,1.3,High school diploma or equivalent,0.0,10.494325114271504,9.438272440022187,0.0001035031847133,1.0,0.4026518,0.4172314784382646,-0.9441025214240264,-0.4037115015904676,-0.07808579322748,Upper-middle,
43-3051,1.257632,Payroll and Timekeeping Clerks,157230.0,157230.0,52240.0,13.0,High school diploma or equivalent,0.0,10.863603763950312,11.965464980464322,8.268142212046047e-05,1.0,1.257632,1.2651996652550683,-0.4086946016300019,-0.0557511799246412,-0.1126693398031719,High,
43-3061,1.487838,Procurement Clerks,61580.0,61580.0,46670.0,4.6,High school diploma or equivalent,0.0,10.75085683894386,11.028092421478492,7.469957778499513e-05,1.0,1.487838,1.4935176595365136,-0.5935812794510011,-0.2858085848277745,-0.1259266461480926,High,Little or no change
43-3071,0.4727723,Tellers,340820.0,340820.0,37640.0,29.8,High school diploma or equivalent,0.0,10.535822593699317,12.739109757661383,8.743618332257497e-05,1.0,0.4727723,0.4867768939270533,-0.8933167732972529,0.3858195358742738,-0.1047720013931388,Upper-middle,
43-4011,1.144877,Brokerage Clerks,48060.0,48060.0,60150.0,4.1,High school diploma or equivalent,0.0,11.004596721402825,10.78020550929046,8.531002913025384e-05,1.0,1.144877,1.1533694112859951,-0.1461356031445255,-0.3183268923477992,-0.1083034004382062,High,
43-4021,1.149758,Correspondence Clerks,4650.0,4650.0,42120.0,0.7,High school diploma or equivalent,0.0,10.648277966247912,8.444622498581403,0.0001505376344086,1.0,1.149758,1.158210380374932,-0.7446107918541512,-0.4227366356498903,3.526278006286001e-05,High,
43-4031,1.166267,"Court, Municipal, and License Clerks",157960.0,157960.0,46110.0,18.5,High school diploma or equivalent,0.0,10.738785125200751,11.970097115400586,0.0001171182577867,1.0,1.166267,1.1745839838761107,-0.6121695271313888,-0.0539953837345807,-0.0554720730073779,High,
43-4041,1.440296,"Credit Authorizers, Checkers, and Clerks",14290.0,14290.0,48000.0,1.0,High school diploma or equivalent,0.0,10.778956289890028,9.567315270923912,6.997900629811057e-05,1.0,1.440296,1.4463655693037287,-0.5494341912100803,-0.3995505051400502,-0.133767197741746,High,
43-4051,0.9562519,Customer Service Representatives,2858710.0,2858710.0,39680.0,341.7,High school diploma or equivalent,0.0,10.58860256139881,14.86588103209181,0.0001195294381032,1.0,0.9562519,0.9662912964534668,-0.8256024424615548,6.441849219424197,-0.0514672647495199,Upper-middle,
43-4061,1.226286,"Eligibility Interviewers, Government Programs",150190.0,150190.0,50270.0,14.0,High school diploma or equivalent,0.0,10.82516375668662,11.919656438199626,9.321526066981824e-05,1.0,1.226286,1.2341107455538172,-0.4740854015056515,-0.0726837897575535,-0.0951733427920213,High,
43-4071,0.2839743,File Clerks,82290.0,82290.0,38130.0,7.3,High school diploma or equivalent,0.0,10.54875665285161,11.318004872599758,8.871065743103658e-05,1.0,0.2839743,0.2995272971122512,-0.8770520565769137,-0.235996887435784,-0.1026551856580246,Upper-middle,
43-4081,0.6063127,"Hotel, Motel, and Resort Desk Clerks",263800.0,263800.0,30790.0,43.6,High school diploma or equivalent,0.0,10.334945240918548,12.48294651926535,0.0001652767247915,1.0,0.6063127,0.619222079037528,-1.1206908743877098,0.2005710118215888,0.0245159001164053,Upper-middle,
43-4111,1.297031,"Interviewers, Except Eligibility and Loan",160550.0,160550.0,40300.0,15.8,High school diploma or equivalent,0.0,10.604106747934772,11.98636069951766,9.841170974774214e-05,1.0,1.297031,1.3042755392839582,-0.8050225968154113,-0.0477659150602565,-0.0865423905413343,High,
43-4121,0.2038919,"Library Assistants, Clerical",83680.0,83680.0,34020.0,12.8,High school diploma or equivalent,0.0,10.434703865949851,11.33475527929875,0.0001529636711281,1.0,0.2038919,0.2201016829004389,-1.0134765172311877,-0.232653659073888,0.004064746523763,Upper-middle,
43-4131,1.364395,Loan Interviewers and Clerks,203940.0,203940.0,47380.0,13.3,High school diploma or equivalent,0.0,10.765955477712776,12.225581111918215,6.521525939001667e-05,1.0,1.364395,1.3710870618627586,-0.5700140368562239,0.0565957242366274,-0.141679460804765,High,
43-4141,1.174998,New Accounts Clerks,41180.0,41180.0,44630.0,2.3,High school diploma or equivalent,0.0,10.706161557623316,10.62570798058178,5.585235551238465e-05,1.0,1.174998,1.1832433776715432,-0.6612956102866991,-0.3348746701390544,-0.1572306141180771,High,
43-4151,0.8388861,Order Clerks,91830.0,91830.0,41600.0,8.0,"Some college, no degree",0.0,10.635855446249357,11.427694320607568,8.711749972775782e-05,2.0,1.6777722,0.8498880573839496,-0.7618713075573684,-0.2130512769519796,-0.1053013133999916,Upper-middle,
43-4161,1.353098,"Human Resources Assistants, Except Payroll and Timekeeping",101440.0,101440.0,47710.0,9.0,Associate's degree,0.0,10.772896298510153,11.527222769671052,8.87223974763407e-05,3.0,4.059294,1.3598827127954125,-0.5590602480445668,-0.1899373024499502,-0.1026356862327592,High,
43-4171,1.013186,Receptionists and Information Clerks,1003820.0,1003820.0,35840.0,128.5,High school diploma or equivalent,0.0,10.486819867088869,13.819323280292192,0.0001280109979876,1.0,1.013186,1.0227584585527136,-0.9530647122699276,1.9804673084908693,-0.0373799645034078,Upper-middle,Faster than average
43-4181,0.227312,Reservation and Transportation Ticket Agents and Travel Clerks,119270.0,119270.0,40610.0,14.4,High school diploma or equivalent,0.0,10.611769620680343,11.689145109572715,0.0001207344680137,1.0,0.227312,0.2433297058792965,-0.7947326739923395,-0.1470525818077875,-0.0494657911542545,Upper-middle,
43-5011,1.405415,Cargo and Freight Agents,105220.0,105220.0,48330.0,8.8,High school diploma or equivalent,0.0,10.785807764839127,11.5638086752848,8.363429005892416e-05,1.0,1.405415,1.4117706414628772,-0.5384804023984232,-0.1808456454658013,-0.1110866902756264,High,
43-5021,-0.9591126,Couriers and Messengers,72010.0,72010.0,36710.0,27.9,High school diploma or equivalent,0.0,10.51080447649088,11.184560277242912,0.0003874461880294,1.0,-0.9591126,-0.9333645811426152,-0.9241865417664682,-0.2607223461122525,0.3935244288276005,Low,
43-5031,0.9074452,Public Safety Telecommunicators,97820.0,97820.0,48890.0,10.7,High school diploma or equivalent,0.0,10.797328155572693,11.490884334093348,0.0001093845839296,1.0,0.9074452,0.9178848784995636,-0.5198921547180355,-0.198644127392442,-0.068317184887087,Upper-middle,
43-5032,1.234523,"Dispatchers, Except Police, Fire, and Ambulance",206090.0,206090.0,46860.0,18.5,High school diploma or equivalent,0.0,10.754919712061788,12.236068245565557,8.976660682226212e-05,1.0,1.234523,1.242280190828468,-0.5872745525594409,0.0617669047963946,-0.1009013247737666,High,
43-5041,-0.9723772,"Meter Readers, Utilities",19900.0,19900.0,47720.0,1.3,High school diploma or equivalent,0.0,10.773105876211853,9.898475010712584,6.532663316582915e-05,1.0,-0.9723772,-0.9465203931846372,-0.5587283150502742,-0.3860573316794483,-0.1414944764574537,Low,
43-5051,-0.5186997,Postal Service Clerks,78130.0,78130.0,59570.0,6.1,No formal educational credential,0.0,10.994907370622734,11.26612938499079,7.80750031997952e-05,0.0,-0.0,-0.4965636724622385,-0.1653877168134985,-0.2460025205188686,-0.1203202916656324,Lower-middle,
43-5052,-1.064715,Postal Service Mail Carriers,331600.0,331600.0,56330.0,20.6,No formal educational credential,0.0,10.93898253188876,12.711684702243277,6.212303980699639e-05,0.0,-0.0,-1.0381008962660567,-0.2729340069643131,0.3636435894737836,-0.1468154294574877,Low,
43-5053,-1.185001,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",116540.0,116540.0,53440.0,7.8,No formal educational credential,0.0,10.886314808210528,11.665989840697064,6.692980950746525e-05,0.0,-0.0,-1.157400385680485,-0.3688626423148854,-0.1536187785185617,-0.1388317084313268,Low,
43-5061,0.6999103,"Production, Planning, and Expediting Clerks",393980.0,393980.0,53900.0,34.1,High school diploma or equivalent,0.0,10.89488575689709,12.884055425570349,8.655261688410579e-05,1.0,0.6999103,0.7120520500268028,-0.3535937245774241,0.5136799817148443,-0.1062395457924739,Upper-middle,
43-5071,-0.7463213,"Shipping, Receiving, and Inventory Clerks",844120.0,844120.0,39780.0,69.3,High school diploma or equivalent,0.0,10.591119552407964,13.646049943566249,8.20973321328721e-05,1.0,-0.7463213,-0.722318462377069,-0.8222831125186284,1.5963568269118793,-0.1136394739692886,Lower-middle,
43-5111,-0.1860789,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",51250.0,51250.0,43270.0,5.3,High school diploma or equivalent,0.0,10.67521483321893,10.844470897000654,0.0001034146341463,1.0,-0.1860789,-0.1666708203546052,-0.7064384975104979,-0.3106543035172608,-0.0782328697607787,Lower-middle,
43-6011,1.079643,Executive Secretaries and Executive Administrative Assistants,483570.0,483570.0,70310.0,50.0,High school diploma or equivalent,0.0,11.160669315193209,13.088951361059086,0.0001033976466695,1.0,1.079643,1.088670419778581,0.1911083190567942,0.7291618730402151,-0.0782610848166267,High,
43-6012,1.014541,Legal Secretaries and Administrative Assistants,152790.0,152790.0,50680.0,19.6,High school diploma or equivalent,0.0,10.833286634435076,11.93681970854676,0.0001282806466391,1.0,1.014541,1.0241023456896752,-0.4604761487396534,-0.0664302690806257,-0.0369320962378709,Upper-middle,
43-6013,1.217982,Medical Secretaries and Administrative Assistants,749500.0,749500.0,40640.0,85.9,High school diploma or equivalent,0.0,10.612508082252363,13.52716159652479,0.0001146097398265,1.0,1.217982,1.225874849771287,-0.7937368750094616,1.3687767782769136,-0.0596385525417813,High,
43-6014,1.099056,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",1785430.0,1785430.0,44280.0,202.8,High school diploma or equivalent,0.0,10.698288386822574,14.39516984054355,0.0001135860829043,1.0,1.099056,1.1079242064869457,-0.6729132650869415,3.860395883988391,-0.0613387778078614,High,
43-9021,0.3108081,Data Entry Keyers,154230.0,154230.0,37790.0,9.5,High school diploma or equivalent,0.0,10.539799796343535,11.94620027371766,6.15963171886144e-05,1.0,0.3108081,0.3261410230574891,-0.8883377783828633,-0.0629667807057118,-0.1476902802835884,Upper-middle,
43-9022,0.6219606,Word Processors and Typists,37200.0,37200.0,46450.0,2.2,High school diploma or equivalent,0.0,10.746131744241984,10.524064040261235,5.913978494623657e-05,1.0,0.6219606,0.6347416447426644,-0.6008838053254392,-0.3444473671752747,-0.1517704150387445,Upper-middle,
43-9031,0.3437743,Desktop Publishers,5220.0,5220.0,51290.0,0.4,Associate's degree,0.0,10.845251080383314,8.560252680876685,7.662835249042147e-05,3.0,1.0313229,0.3588368548910685,-0.4402282360878025,-0.4213656715014869,-0.1227230811491417,Upper-middle,
43-9041,1.240201,Insurance Claims and Policy Processing Clerks,241650.0,241650.0,46900.0,20.3,High school diploma or equivalent,0.0,10.75577295443437,12.39524567727323,8.400579350300021e-05,1.0,1.240201,1.2479116234215806,-0.5859468205822704,0.1472958260546844,-0.1104696480533889,High,
43-9051,-0.8184676,"Mail Clerks and Mail Machine Operators, Except Postal Service",66600.0,66600.0,36880.0,6.9,High school diploma or equivalent,0.0,10.51542467767053,11.10645985652848,0.0001036036036036,1.0,-0.8184676,-0.793873063520512,-0.9185436808634934,-0.2737344795207831,-0.0779190042079733,Lower-middle,
43-9061,0.9888986,"Office Clerks, General",2496370.0,2496370.0,40480.0,282.4,High school diploma or equivalent,0.0,10.608563303961349,14.730348234664897,0.0001131242564203,1.0,0.9888986,0.9986702486263382,-0.7990478029181438,5.570348957086494,-0.0621058405217245,Upper-middle,
43-9071,-0.5171404,"Office Machine Operators, Except Computer",27960.0,27960.0,37450.0,2.8,High school diploma or equivalent,0.0,10.530761988945365,10.238530196347746,0.0001001430615164,1.0,-0.5171404,-0.4950171608661763,-0.899623500188813,-0.366671417580972,-0.0836667317557299,Lower-middle,
43-9081,1.288375,Proofreaders and Copy Markers,5490.0,5490.0,48790.0,1.9,Bachelor's degree,0.0,10.795280652809884,8.610683534503575,0.0003460837887067,4.0,5.1535,1.2956905303854058,-0.5232114846609619,-0.4207162674311905,0.3248242668179871,High,
43-9111,1.389965,Statistical Assistants,7200.0,7200.0,50510.0,0.8,Bachelor's degree,0.0,10.829926615462098,8.881836305004146,0.0001111111111111,4.0,5.55986,1.396447352705641,-0.4661190096426282,-0.4166033749859804,-0.0654495394162854,High,Faster than average
45-1011,-0.4791843,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",27150.0,27150.0,57320.0,8.5,High school diploma or equivalent,0.0,10.956404881942108,10.20913232536208,0.0003130755064456,1.0,-0.4791843,-0.4573723530733909,-0.240072640529342,-0.3686196297918611,0.2699997311013219,Lower-middle,
45-2011,0.1704867,Agricultural Inspectors,12660.0,12660.0,48010.0,2.2,Bachelor's degree,0.0,10.779164601524986,9.446202695698169,0.000173775671406,4.0,0.6819468,0.1869704514704565,-0.5491022582157876,-0.4034709815644319,0.0386320785511118,Upper-middle,
45-2021,-1.044292,Animal Breeders,1360.0,1360.0,47540.0,1.2,High school diploma or equivalent,0.0,10.769326740914185,7.215239978730097,0.0008823529411764,1.0,-1.044292,-1.0178453929463778,-0.5647031089475416,-0.4306497445064643,1.2155312436545276,Low,
45-2041,-1.370968,"Graders and Sorters, Agricultural Products",23430.0,23430.0,34360.0,5.1,No formal educational credential,0.0,10.444648376098192,10.06177253150184,0.0002176696542893,0.0,-0.0,-1.3418422005877315,-1.002190795425238,-0.3775669747603886,0.111537030505378,Low,
45-2091,-1.145156,Agricultural Equipment Operators,28910.0,28910.0,39690.0,10.5,No formal educational credential,0.0,10.588854545777112,10.271942835010393,0.0003631961259079,0.0,-0.0,-1.1178821694648169,-0.8252705094672622,-0.364386477333633,0.3532467074244209,Low,Faster than average
45-2092,-1.601349,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",258730.0,258730.0,34470.0,71.7,No formal educational credential,0.0,10.447844659510912,12.463540325888337,0.0002771228694005,0.0,-0.0,-1.5703337596285631,-0.9985395324880192,0.1883766465015795,0.2102848202132031,Low,
45-2093,-1.108432,"Farmworkers, Farm, Ranch, and Aquacultural Animals",32590.0,32590.0,35120.0,31.2,No formal educational credential,0.0,10.466526047749053,10.391760771831608,0.0009573488800245,0.0,-0.0,-1.0814593567579724,-0.9769638878589976,-0.3555353403755198,1.34009445162342,Low,
45-4011,-1.064205,Forest and Conservation Workers,5750.0,5750.0,33940.0,2.0,High school diploma or equivalent,0.0,10.432349538788218,8.656955133791396,0.0003478260869565,1.0,-1.064205,-1.037595078967274,-1.0161319811855287,-0.4200909153634978,0.3277181069720666,Low,
45-4021,-1.795407,Fallers,4800.0,4800.0,53170.0,0.7,High school diploma or equivalent,0.0,10.881249606498384,8.476371196895983,0.0001458333333333,1.0,-1.795407,-1.7628002172112012,-0.3778248331607866,-0.4223758556108368,-0.0077782647547286,Low,Faster than average
45-4022,-1.003702,Logging Equipment Operators,23720.0,23720.0,48240.0,4.2,High school diploma or equivalent,0.0,10.783943831401068,10.074073853111662,0.0001770657672849,1.0,-1.003702,-0.9775882867550368,-0.541467799347057,-0.3768694666848851,0.0440967064163916,Low,
45-4023,-0.4768305,Log Graders and Scalers,3640.0,3640.0,45600.0,0.6,High school diploma or equivalent,0.0,10.727662995502476,8.199738960630786,0.0001648351648351,1.0,-0.4768305,-0.4550378574697157,-0.6290981098403133,-0.4251658879128507,0.023782498741376,Lower-middle,
47-1011,-0.3054048,First-Line Supervisors of Construction Trades and Extraction Workers,777420.0,777420.0,76760.0,74.4,High school diploma or equivalent,0.0,11.248438950121637,13.563736023850913,9.570116539322376e-05,1.0,-0.3054048,-0.28501808390911,0.4052051003755455,1.435929969546077,-0.0910444223223451,Lower-middle,
47-2011,-1.097532,Boilermakers,11130.0,11130.0,71140.0,0.8,High school diploma or equivalent,0.0,11.172405045502446,9.31739944426959,7.187780772686433e-05,1.0,-1.097532,-1.0706487517447765,0.2186587575830832,-0.4071509379627779,-0.1306134163384541,Low,
47-2021,-1.75434,Brickmasons and Blockmasons,56830.0,56830.0,59640.0,5.6,High school diploma or equivalent,0.0,10.996081768878676,10.947819634291168,9.853950378321308e-05,1.0,-1.75434,-1.722070023075705,-0.1630641858534501,-0.2972332860644696,-0.0863301332476454,Low,
47-2022,-1.714759,Stonemasons,9790.0,9790.0,51830.0,0.8,High school diploma or equivalent,0.0,10.855724411183752,9.189116735524555,8.171603677221655e-05,1.0,-1.714759,-1.6828136416970527,-0.4223038543960001,-0.4103739063116561,-0.114272779906069,Low,
47-2031,-1.323631,Carpenters,700290.0,700290.0,56350.0,74.1,High school diploma or equivalent,0.0,10.939337519467925,13.459249813947196,0.0001058133059161,1.0,-1.323631,-1.2948934290730847,-0.2722701409757279,1.2504168734647527,-0.0742488373571928,Low,Faster than average
47-2041,-1.564577,Carpet Installers,15560.0,15560.0,47520.0,1.1,No formal educational credential,0.0,10.768905954036526,9.652458797732384,7.069408740359898e-05,0.0,-0.0,-1.533863340587716,-0.5653669749361269,-0.396495900809397,-0.1325794961431566,Low,Faster than average
